# MNE-Annotations
# orig_time : 1912-06-23 13:45:41.746810
# onset, duration, description
0.0,9.164,BAD_break
25.234460636981282,1.414391432829035,BAD_muscle
42.4306316773167,1.8346677442982298,BAD_muscle
87.7715757835981,1.2527466976485755,BAD_muscle
100.19922713610993,0.4445230217462637,BAD_muscle
106.30939812593135,0.686990124516953,BAD_muscle
187.875937665749,1.2042532770944376,BAD_muscle
192.5797994595004,1.3335690652388053,BAD_muscle
194.59227641249717,1.8427499810572385,BAD_muscle
202.188164574546,0.6789078877579584,BAD_muscle
234.20432904806404,1.2850756446846674,BAD_muscle
240.53130603894624,0.7839769656252429,BAD_muscle
278.97143434445485,0.21822039249360614,BAD_muscle
293.977319223095,1.3335690652388053,BAD_muscle
332.127,28.374000000000024,BAD_break
380.98320410173517,0.9132927537696105,BAD_muscle
458.64885206981035,1.252746697648547,BAD_muscle
494.3895132978052,0.8324703861793523,BAD_muscle
515.4799080645568,0.9213749905286477,BAD_muscle
559.2058192104665,0.5900032834086915,BAD_muscle
568.4989770919101,1.1638420932993085,BAD_muscle
578.0184376026064,0.2747960498068096,BAD_muscle
591.0280100017679,1.4871315636603413,BAD_muscle
599.1654080266713,0.5172631525774705,BAD_muscle
604.9684540196499,0.6061677569267658,BAD_muscle
608.3306645114035,1.18808880357642,BAD_muscle
611.8531053469046,0.5172631525774705,BAD_muscle
613.1543454651073,0.5172631525774705,BAD_muscle
618.1653322557016,0.5980855201677286,BAD_muscle
631.01184552825,0.39602960119214003,BAD_muscle
636.1844770540247,1.252746697648604,BAD_muscle
673.6062435278963,0.5010986790593961,BAD_muscle
681.707,80.99699999999996,BAD_break
790.5188290859494,1.2204177506125689,BAD_muscle
801.0324047180058,0.6061677569266521,BAD_muscle
826.4144672037986,0.7435657818301706,BAD_muscle
828.9199605990958,0.9779506478417943,BAD_muscle
833.2344606369812,0.6223322304447265,BAD_muscle
842.5841941757382,1.3416513019977856,BAD_muscle
865.7921349733539,0.5334276260955448,BAD_muscle
918.8582830298285,1.430555906347081,BAD_muscle
921.9376152350163,1.107266435986162,BAD_muscle
947.7951152981586,0.4041118379511772,BAD_muscle
962.1639178642689,0.5010986790595098,BAD_muscle
968.6929507741266,0.3313717071199562,BAD_muscle
975.0536711034778,0.8647993332155011,BAD_muscle
981.9530725128179,0.8486348596974267,BAD_muscle
988.0309145556033,0.18589144545751424,BAD_muscle
1005.7590988306013,0.541509862854582,BAD_muscle
1012.0794079761573,0.5415098628544683,BAD_muscle
1055.9897961760917,4.162351930896875,BAD_muscle
1069.5732073851439,0.39602960119214003,BAD_muscle
1075.4247467986766,0.24246710277066086,BAD_muscle
1081.2924506857273,0.8809638067334618,BAD_muscle
1083.283,19.817000000000007,BAD_break
1106.1962468113047,0.832470386179466,BAD_muscle
1158.3181875584069,0.46068749526421016,BAD_muscle
1164.4592731038315,0.4041118379511772,BAD_muscle
1188.94279291794,0.6465789407218381,BAD_muscle
1270.3006086934558,1.0749374889501269,BAD_muscle
1274.3174803626903,0.832470386179466,BAD_muscle
1280.6620362185236,0.6546611774808753,BAD_muscle
1293.7362665117569,0.47685196878228453,BAD_muscle
1299.9096810042179,2.0528881367918075,BAD_muscle
1306.286565807087,0.4283585482282888,BAD_muscle
1312.2565099891394,0.4283585482282888,BAD_muscle
1318.8596974212614,0.3475361806379169,BAD_muscle
1325.0896875710353,0.45260525850540034,BAD_muscle
1330.892733564014,0.18589144545740055,BAD_muscle
1337.3894375268353,0.7193190715531728,BAD_muscle
1401.3556941883667,1.681105245876779,BAD_muscle
1413.719,97.94899999999984,BAD_break
1512.0382895966459,0.9294572272876849,BAD_muscle
1526.6091480817315,1.7861743237442624,BAD_muscle
1589.5732073851439,0.5819210466495406,BAD_muscle
1601.607657919329,1.4952138004193785,BAD_muscle
1735.0037632914907,1.1719243300583457,BAD_muscle
1783.133079079635,1.4063091960699694,BAD_muscle
1820.976,6.303000000000111,BAD_break
1835.8112797716767,2.052888136792035,BAD_muscle
1885.0721087060842,1.5517894577324114,BAD_muscle
1998.4541711918773,1.4952138004193785,BAD_muscle
2140.622,49.0619999999999,BAD_break
2190.090470537721,7.961003207637987,BAD_muscle
2203.1242896471595,0.5010986790593961,BAD_muscle
2229.613618568939,1.4871315636605686,BAD_muscle
2246.0096481701307,0.5253453893365077,BAD_muscle
2252.725986916879,0.8486348596975404,BAD_muscle
2315.4328290354356,0.9779506478416806,BAD_muscle
2317.437223751673,0.9456217008059866,BAD_muscle
2342.324855403733,0.5495920996131645,BAD_muscle
2404.2410527113375,0.9052105170103459,BAD_muscle
2413.3240724370467,0.8728815699741972,BAD_muscle
2421.1705099386254,0.6223322304449539,BAD_muscle
2480.959664587174,0.5253453893365077,BAD_muscle
2501.349,29.333999999999833,BAD_break
2544.1514409112724,1.4548026166239652,BAD_muscle
2640.8222665622707,1.5275427474552998,BAD_muscle
2692.5077665243853,0.7597302553481313,BAD_muscle
2726.211704089106,1.244664460889453,BAD_muscle
2776.773773141717,0.9052105170108007,BAD_muscle
2837.722,137.69399999999996,BAD_break
2975.921286313237,1.8104210340211466,BAD_muscle
2982.168855327962,0.5010986790593961,BAD_muscle
2988.69788823782,0.7193190715529454,BAD_muscle
2994.533263177834,0.43644078498755334,BAD_muscle
3000.6985954335364,0.5334276260950901,BAD_muscle
3007.6384080266707,0.8163059126613916,BAD_muscle
3048.0990955219354,0.5010986790593961,BAD_muscle
3054.563470537721,0.5010986790598508,BAD_muscle
3060.9969309979037,0.5980855201673876,BAD_muscle
3062.4113224307325,0.5010986790593961,BAD_muscle
3063.7206447856943,1.8912434016115185,BAD_muscle
3098.4752731290882,0.7354835450714745,BAD_muscle
3103.9778619705503,0.5010986790593961,BAD_muscle
3110.2496776955522,0.8971282802513088,BAD_muscle
3113.215858586114,0.703154598034871,BAD_muscle
3118.1203619074076,0.7354835450714745,BAD_muscle
3138.2732172101128,0.9537039375650238,BAD_muscle
3141.926388225191,1.45480261662442,BAD_muscle
3167.1211448740933,2.901522996489348,BAD_muscle
3184.7456744626575,0.7678124921071685,BAD_muscle
3191.0498191346956,0.581921046649768,BAD_muscle
3203.3400724623034,0.46876973202324734,BAD_muscle
3242.434861945293,1.2769934079256018,BAD_muscle
3251.251167857954,1.0506907786730153,BAD_muscle
3264.39005604526,1.0264440683959037,BAD_muscle
3284.863,2.924999999999727,BAD_break
3296.551700780441,1.0668552521910897,BAD_muscle
3368.2203290733205,0.6546611774811026,BAD_muscle
3374.5244737453586,0.7112368347939082,BAD_muscle
3475.9381579824717,1.5113782739372255,BAD_muscle
3512.874990250802,1.3982269593107048,BAD_muscle
3515.323907988786,0.5980855201678423,BAD_muscle
3519.276121763948,1.1880888035761927,BAD_muscle
3521.983671078221,1.357815775515519,BAD_muscle
3526.038125148384,0.6465789407220655,BAD_muscle
3532.8595329729997,0.6869901245172514,BAD_muscle
3563.815510039653,0.2667138130477724,BAD_muscle
3570.079243527896,0.5253453893365077,BAD_muscle
3582.0947008056974,0.42835854822851616,BAD_muscle
3588.5604902129157,0.25054933952969805,BAD_muscle
