# MNE-Annotations
# orig_time : 1912-07-08 14:02:01.482806
# onset, duration, description
0.0,14.465,BAD_break
202.756,0.5670000000000073,BAD_muscle
203.451,0.0660000000000025,BAD_muscle
324.694,7.498000000000047,BAD_break
646.119,52.64199999999994,BAD_break
1006.974,13.62600000000009,BAD_break
1329.169,73.44200000000023,BAD_break
1708.269,21.59999999999991,BAD_break
1842.6181349733536,2.3276841865988445,BAD_muscle
2041.159,31.567000000000235,BAD_break
2388.297,13.266999999999825,BAD_break
2705.785664587174,0.6869901245172514,BAD_muscle
2716.61,99.53399999999965,BAD_break
3131.998,24.920000000000073,BAD_break
3469.197,67.7159999999999,BAD_break
3851.889,28.03399999999965,BAD_break
4065.81799353421,5.665647968075518,BAD_muscle
4140.654858636628,1.5679539312504858,BAD_muscle
4191.464,18.05500000000029,BAD_break
