subject	stream	number	mean_amp	baseline	mean_times	p3_group
24	single	3	-0.03243987371082086	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	single	4	0.057195214581378315	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	single	5	-0.2516517274753732	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	single	6	-0.10464103577121887	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	single	7	0.25446702389348363	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	single	8	0.023448322117150443	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
24	single	9	0.08894266277998548	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	single	1	0.35081571440821907	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	single	2	-0.1810612374972529	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	single	3	-0.000424398334654085	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	single	4	-0.27116693095476463	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	single	5	0.015737931289368772	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	single	6	0.06599903668125447	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	single	7	-0.03709837082768138	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	single	8	-0.24416503672048864	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
25	single	9	0.29677531430758863	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	single	1	0.09817577450168102	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	single	2	-0.14126795490224345	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	single	3	0.10749661436582704	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	single	4	-0.1332664790402329	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	single	5	-0.43243767623459684	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	single	6	-0.2851200054142734	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	single	7	-0.008876226420144602	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	single	8	0.2835942605116424	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
26	single	9	0.49598796396929007	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	single	1	-0.027498753246036085	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	single	2	0.5689160595736433	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	single	3	-0.16487750552234498	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	single	4	-0.008635999061096626	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	single	5	-0.2630593758076837	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	single	6	-0.2419160691094783	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	single	7	0.21644307570604698	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	single	8	0.01738828475772935	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
27	single	9	-0.07868090393713685	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	single	1	0.17438553873794618	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	single	2	0.2849215930708226	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	single	3	0.05185812964038152	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	single	4	-0.5074725682030825	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	single	5	9.135007299252341e-05	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	single	6	-0.11466404785694692	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	single	7	0.11201444874241573	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	single	8	-0.48268378222042413	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
28	single	9	0.417332851529968	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	single	1	0.5899934028830178	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	single	2	-0.051129301037245146	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	single	3	-0.09248372512561386	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	single	4	-0.36977809428236746	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	single	5	-0.5355329439047312	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	single	6	-0.3464809716552109	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	single	7	0.16121591188806775	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	single	8	0.10740507441650116	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
29	single	9	0.4961289026201662	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	single	1	0.18135134424776103	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	single	2	-0.1501550370194663	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	single	3	-0.5266094999227945	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	single	4	-0.5598913917927573	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	single	5	0.33490326274456095	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	single	6	0.1373058283370472	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	single	7	0.03452236755886265	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	single	8	0.03646557140745515	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
30	single	9	0.558592511974401	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	single	1	-0.5523036113432199	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	single	2	0.37021459327231765	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	single	3	0.1107336813426363	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	single	4	-0.7603612765967455	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	single	5	-0.3998597372208799	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	single	6	-0.36397260132590814	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	single	7	0.7637719998187569	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	single	8	-0.14947339938149629	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
31	single	9	1.082692415872641	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	single	1	0.08870053155544216	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	single	2	-0.4382575319770859	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	single	3	-0.24800684131132736	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	single	4	-0.34007205837615345	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	single	5	0.2076042553923638	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	single	6	0.08086233555029244	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	single	7	-0.05812463988358625	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	single	8	0.5355542927218387	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
32	single	9	0.16560491565388097	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
1	dual	1	-0.48984002842473096	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
1	dual	2	-0.3394415652126716	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
1	dual	3	-0.29589407013945485	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
1	dual	4	-0.4303484699999858	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
1	dual	5	-0.15169523413338903	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
1	dual	6	0.5208434505607011	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
1	dual	7	0.342792789187846	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
1	dual	8	0.3532713169535079	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
1	dual	9	0.5697641662255439	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
2	dual	1	-0.5659747167786198	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
2	dual	2	-0.36112462942594253	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
2	dual	3	-0.00462007797570184	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
2	dual	4	-0.5115962322735632	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
2	dual	5	-0.1603032799358163	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
2	dual	6	-0.1533501505535785	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
2	dual	7	0.5139596826765238	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
2	dual	8	0.5582457390262622	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
2	dual	9	0.693078655817294	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
3	dual	1	-0.24087853881519639	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
3	dual	2	-0.4626843870150068	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
3	dual	3	-0.44365494073228406	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
3	dual	4	-0.8913968173450667	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
3	dual	5	-0.0065611884821204945	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
3	dual	6	0.024191175667627497	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
3	dual	7	0.4988957222947082	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
3	dual	8	0.04380986394322185	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
3	dual	9	1.3768733968617932	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
4	dual	1	0.5802242502635587	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
4	dual	2	-0.8961236278697232	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
4	dual	3	-1.679955411818457	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
4	dual	4	-0.8343541894991837	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
4	dual	5	0.5262410989794177	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
4	dual	6	-0.22092133414486198	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
4	dual	7	0.9171208929133051	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
4	dual	8	0.7057969637496245	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
4	dual	9	0.7849280978995654	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
5	dual	1	-0.02235443446565469	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
5	dual	2	-0.10218382148637264	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
5	dual	3	-0.14081049012183644	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
5	dual	4	0.12488935542976251	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
5	dual	5	-0.13068476677788493	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
5	dual	6	-0.0378321776613927	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
5	dual	7	-0.019479051675503945	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
5	dual	8	0.02833968658435435	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
5	dual	9	0.2946827979957746	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
6	dual	1	0.16929196248019002	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
6	dual	2	-0.024380189679932846	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
6	dual	3	-0.28874614383864255	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
6	dual	4	-0.1910621735485976	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
6	dual	5	-0.325394513240515	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
6	dual	6	-0.004921663643003754	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
6	dual	7	0.4988835291929924	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
6	dual	8	-0.21304955683934612	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
6	dual	9	0.39219963458851503	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
7	dual	1	-0.6802721987739505	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
7	dual	2	-0.2500201512964769	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
7	dual	3	-0.4270810156796026	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
7	dual	4	-0.42136683155504573	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
7	dual	5	-0.28744957977155744	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
7	dual	6	-0.08335436193014985	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
7	dual	7	0.06781085478838597	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
7	dual	8	0.39112036579065407	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
7	dual	9	1.7745734954909786	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
8	dual	1	-0.42884449345935605	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
8	dual	2	-0.1788913126180556	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
8	dual	3	-0.3122831659196555	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
8	dual	4	-0.8686358226482956	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
8	dual	5	-0.013056059401375303	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
8	dual	6	-0.051557185277668914	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
8	dual	7	0.3230200972705228	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
8	dual	8	0.3661127196724383	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
8	dual	9	1.05923150889774	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
9	dual	1	0.0768626937268994	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
9	dual	2	-0.03284803401967734	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
9	dual	3	-0.6620142613626654	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
9	dual	4	-0.4044887616413685	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
9	dual	5	-0.2678435477138803	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
9	dual	6	-0.29433252347514327	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
9	dual	7	0.5421695024720836	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
9	dual	8	0.21227429227998126	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
9	dual	9	0.848604396418897	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	1	-0.8842047304832397	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	2	-0.4279404677235619	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	3	-0.435555049989585	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	4	-0.21749730916025675	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	5	0.11820457487149193	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	6	0.15467952714713223	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	7	0.1422520018275619	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	8	0.5224298668664776	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
10	dual	9	1.0423790858449098	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	1	-0.38574611261628683	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	2	-0.3766454326609406	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	3	-0.25484241950775094	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	4	-0.7445871249851082	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	5	0.009936381961277333	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	6	-0.1565545853981806	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	7	0.08740693170611405	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	8	0.470275978572811	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
11	dual	9	1.3582246331785686	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	1	-0.019303243182676018	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	2	-0.22028478428479703	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	3	-0.13572801800689427	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	4	-0.3132876025796232	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	5	-0.0178352438470687	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	6	0.16479949844441405	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	7	0.36959751220668247	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	8	-0.09093965499996239	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
12	dual	9	0.2143789257562492	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	1	-0.34283689876383855	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	2	-0.015308832460305438	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	3	-0.2288187021569278	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
13	dual	4	-1.337028428019139	(None, 0)	(0.3, 0.7)	['CP1', 'P1', 'POz', 'Pz', 'CPz', 'CP2', 'P2']
