subject	stream	weight_type	number	weight	x0_type
9	single	model_k1	7	0.5335170864366158	specific
9	single	model_k1	8	0.580397638300535	specific
9	single	model_k1	9	0.6389895359230607	specific
9	single	model_mean	1	0.42203045467629513	specific
9	single	model_mean	2	0.42100682645611814	specific
9	single	model_mean	3	0.46933864511733947	specific
9	single	model_mean	4	0.4986140375417894	specific
9	single	model_mean	5	0.5277113733137229	specific
9	single	model_mean	6	0.5865401081437756	specific
9	single	model_mean	7	0.6194795542194977	specific
9	single	model_mean	8	0.6556422724756462	specific
9	single	model_mean	9	0.7011850020453707	specific
10	dual	data	1	0.40762463343108507	specific
10	dual	data	2	0.39820359281437123	specific
10	dual	data	3	0.4124629080118694	specific
10	dual	data	4	0.4036144578313253	specific
10	dual	data	5	0.5116959064327485	specific
10	dual	data	6	0.5290102389078498	specific
10	dual	data	7	0.5577464788732395	specific
10	dual	data	8	0.6012084592145015	specific
10	dual	data	9	0.6805970149253732	specific
10	dual	model	1	0.3856680453750689	specific
10	dual	model	2	0.41555488791815914	specific
10	dual	model	3	0.41458684831058434	specific
10	dual	model	4	0.43754019885221956	specific
10	dual	model	5	0.4866300990938406	specific
10	dual	model	6	0.5151537486310908	specific
10	dual	model	7	0.5648594600667473	specific
10	dual	model	8	0.6002025358545016	specific
10	dual	model	9	0.681053910842669	specific
10	dual	model_k1	1	0.374613207375653	specific
10	dual	model_k1	2	0.40489129266541013	specific
10	dual	model_k1	3	0.41849443390040914	specific
10	dual	model_k1	4	0.45372017919053925	specific
10	dual	model_k1	5	0.49891604984818716	specific
10	dual	model_k1	6	0.5307323729897765	specific
10	dual	model_k1	7	0.5708794534222338	specific
10	dual	model_k1	8	0.595765494936809	specific
10	dual	model_k1	9	0.654809019987753	specific
10	dual	model_mean	1	0.3750819352012845	specific
10	dual	model_mean	2	0.42167307935234855	specific
10	dual	model_mean	3	0.435729512359863	specific
10	dual	model_mean	4	0.45236392306067724	specific
10	dual	model_mean	5	0.48309364164662744	specific
10	dual	model_mean	6	0.4989041494269066	specific
10	dual	model_mean	7	0.5496742245284783	specific
10	dual	model_mean	8	0.593810992182029	specific
10	dual	model_mean	9	0.689999564555723	specific
10	single	data	1	0.2932551319648094	specific
10	single	data	2	0.37425149700598803	specific
10	single	data	3	0.3353115727002967	specific
10	single	data	4	0.35542168674698793	specific
10	single	data	5	0.4152046783625731	specific
10	single	data	6	0.4880546075085324	specific
10	single	data	7	0.4563380281690141	specific
10	single	data	8	0.5619335347432024	specific
10	single	data	9	0.6	specific
10	single	model	1	0.30128207964200937	specific
10	single	model	2	0.35691411808296575	specific
10	single	model	3	0.3285843651682948	specific
10	single	model	4	0.3686202827507237	specific
10	single	model	5	0.4200130780939988	specific
10	single	model	6	0.46719568248734117	specific
10	single	model	7	0.473118984553888	specific
10	single	model	8	0.5758180893355991	specific
10	single	model	9	0.5797790453133815	specific
10	single	model_k1	1	0.29460324338866134	specific
10	single	model_k1	2	0.35632294605211784	specific
10	single	model_k1	3	0.3391439026816864	specific
10	single	model_k1	4	0.38151414617021334	specific
10	single	model_k1	5	0.4270353142294274	specific
10	single	model_k1	6	0.451009318243186	specific
10	single	model_k1	7	0.46107662211608735	specific
10	single	model_k1	8	0.5726999430217654	specific
10	single	model_k1	9	0.5824577904882993	specific
10	single	model_mean	1	0.39014373965395166	specific
10	single	model_mean	2	0.45304836384450564	specific
10	single	model_mean	3	0.4284838665628876	specific
10	single	model_mean	4	0.47162307040351786	specific
10	single	model_mean	5	0.5310261578129403	specific
10	single	model_mean	6	0.5656990560639384	specific
10	single	model_mean	7	0.5755165558261425	specific
10	single	model_mean	8	0.672731779112223	specific
10	single	model_mean	9	0.6770522790037263	specific
11	dual	data	1	0.459546925566343	specific
11	dual	data	2	0.4518950437317784	specific
11	dual	data	3	0.4409937888198758	specific
11	dual	data	4	0.49056603773584906	specific
11	dual	data	5	0.4526627218934911	specific
11	dual	data	6	0.43783783783783786	specific
11	dual	data	7	0.4883720930232558	specific
11	dual	data	8	0.60932944606414	specific
11	dual	data	9	0.6805111821086262	specific
11	dual	model	1	0.44569219133053994	specific
11	dual	model	2	0.4577355356009423	specific
11	dual	model	3	0.4481381367374179	specific
11	dual	model	4	0.47647890338711163	specific
11	dual	model	5	0.4627915189312129	specific
11	dual	model	6	0.4432203676444883	specific
11	dual	model	7	0.503427027484205	specific
11	dual	model	8	0.5809635482491667	specific
11	dual	model	9	0.6919891020126151	specific
11	dual	model_k1	1	0.4169579629177149	specific
11	dual	model_k1	2	0.4434723335276974	specific
11	dual	model_k1	3	0.4597562610980345	specific
11	dual	model_k1	4	0.490757060731622	specific
11	dual	model_k1	5	0.5070832148438968	specific
11	dual	model_k1	6	0.5089085559426079	specific
11	dual	model_k1	7	0.535208582110608	specific
11	dual	model_k1	8	0.5563356114965955	specific
11	dual	model_k1	9	0.5761072152294551	specific
11	dual	model_mean	1	0.3772823594960337	specific
11	dual	model_mean	2	0.43199678461825125	specific
11	dual	model_mean	3	0.4550939432890679	specific
11	dual	model_mean	4	0.48995801057977684	specific
11	dual	model_mean	5	0.4833739807067718	specific
11	dual	model_mean	6	0.4769654462674533	specific
11	dual	model_mean	7	0.5301565960972828	specific
11	dual	model_mean	8	0.593052683198745	specific
11	dual	model_mean	9	0.6621386475902081	specific
11	single	data	1	0.39805825242718446	specific
11	single	data	2	0.40816326530612246	specific
11	single	data	3	0.4409937888198758	specific
11	single	data	4	0.4308176100628931	specific
11	single	data	5	0.6005917159763313	specific
11	single	data	6	0.6324324324324324	specific
11	single	data	7	0.6540697674418605	specific
11	single	data	8	0.641399416909621	specific
11	single	data	9	0.6261980830670927	specific
11	single	model	1	0.4323676959986771	specific
11	single	model	2	0.45225492785231347	specific
11	single	model	3	0.4624694647911762	specific
11	single	model	4	0.46862715389170306	specific
11	single	model	5	0.6005394714583572	specific
11	single	model	6	0.6561375969779917	specific
11	single	model	7	0.683828720552266	specific
11	single	model	8	0.6883989772935135	specific
11	single	model	9	0.6553660656913487	specific
11	single	model_k1	1	0.3589471985295987	specific
11	single	model_k1	2	0.40798265169063597	specific
11	single	model_k1	3	0.43557342322746717	specific
11	single	model_k1	4	0.4826510187296286	specific
11	single	model_k1	5	0.5009103902275412	specific
11	single	model_k1	6	0.5390795363547171	specific
11	single	model_k1	7	0.6073164047356351	specific
11	single	model_k1	8	0.6268367246820712	specific
11	single	model_k1	9	0.6178535720604083	specific
11	single	model_mean	1	0.37050253463498206	specific
11	single	model_mean	2	0.4226570417201476	specific
11	single	model_mean	3	0.4551625512081566	specific
11	single	model_mean	4	0.508187592123694	specific
11	single	model_mean	5	0.5438088927271768	specific
11	single	model_mean	6	0.5886082919134895	specific
11	single	model_mean	7	0.6703158211934706	specific
11	single	model_mean	8	0.6862610467027193	specific
11	single	model_mean	9	0.6679529180068676	specific
12	dual	data	1	0.3776435045317221	specific
12	dual	data	2	0.41420118343195267	specific
12	dual	data	3	0.42443729903536975	specific
12	dual	data	4	0.40181268882175225	specific
12	dual	data	5	0.4810126582278481	specific
12	dual	data	6	0.4967948717948718	specific
12	dual	data	7	0.5810055865921788	specific
12	dual	data	8	0.6470588235294118	specific
12	dual	data	9	0.6473829201101928	specific
12	dual	model	1	0.37970161232146143	specific
12	dual	model	2	0.4046869230249659	specific
12	dual	model	3	0.4304278344847023	specific
12	dual	model	4	0.42258549796533	specific
12	dual	model	5	0.46416720848155857	specific
12	dual	model	6	0.49375604421954206	specific
12	dual	model	7	0.582399358341412	specific
12	dual	model	8	0.6314146961939484	specific
12	dual	model	9	0.6608458383445003	specific
12	dual	model_k1	1	0.3380249793326053	specific
12	dual	model_k1	2	0.39117866355341946	specific
12	dual	model_k1	3	0.43422579069114003	specific
12	dual	model_k1	4	0.4381885515702703	specific
12	dual	model_k1	5	0.5095063032532617	specific
12	dual	model_k1	6	0.5409346623670734	specific
12	dual	model_k1	7	0.5830558499237835	specific
12	dual	model_k1	8	0.6000394574289586	specific
12	dual	model_k1	9	0.64266582865022	specific
12	dual	model_mean	1	0.371182670074567	specific
12	dual	model_mean	2	0.42438024986897216	specific
12	dual	model_mean	3	0.45883403044959353	specific
12	dual	model_mean	4	0.45037423667400434	specific
12	dual	model_mean	5	0.47956032087774964	specific
12	dual	model_mean	6	0.5041798859136136	specific
12	dual	model_mean	7	0.5479493068994042	specific
12	dual	model_mean	8	0.5888099569000542	specific
12	dual	model_mean	9	0.6521221292624385	specific
12	single	data	1	0.4954682779456193	specific
12	single	data	2	0.46449704142011833	specific
12	single	data	3	0.5176848874598071	specific
12	single	data	4	0.5921450151057401	specific
12	single	data	5	0.5886075949367089	specific
12	single	data	6	0.6698717948717948	specific
12	single	data	7	0.6899441340782123	specific
12	single	data	8	0.7676470588235295	specific
12	single	data	9	0.768595041322314	specific
12	single	model	1	0.45524516944644317	specific
12	single	model	2	0.4834520678566965	specific
12	single	model	3	0.5315175686340851	specific
12	single	model	4	0.5931536102854725	specific
12	single	model	5	0.6002311325008592	specific
12	single	model	6	0.6636661525161733	specific
12	single	model	7	0.7078204897043201	specific
12	single	model	8	0.7659448300664534	specific
12	single	model	9	0.7455714666394634	specific
12	single	model_k1	1	0.4553909223623126	specific
12	single	model_k1	2	0.4906235997068181	specific
12	single	model_k1	3	0.5413296732822998	specific
12	single	model_k1	4	0.6051783707378908	specific
12	single	model_k1	5	0.598249683607799	specific
12	single	model_k1	6	0.6593350758204103	specific
12	single	model_k1	7	0.7055941486550408	specific
12	single	model_k1	8	0.7649081030209474	specific
12	single	model_k1	9	0.754039775931283	specific
12	single	model_mean	1	0.40362480335009215	specific
12	single	model_mean	2	0.4276622966080112	specific
12	single	model_mean	3	0.4727350499606588	specific
12	single	model_mean	4	0.5298634077920524	specific
12	single	model_mean	5	0.5405679788220356	specific
12	single	model_mean	6	0.604451642348397	specific
12	single	model_mean	7	0.6467210341311547	specific
12	single	model_mean	8	0.7084717284038071	specific
12	single	model_mean	9	0.6867429564110262	specific
13	dual	data	1	0.35454545454545455	specific
13	dual	data	2	0.4298245614035088	specific
13	dual	data	3	0.4459016393442623	specific
13	dual	data	4	0.4066265060240964	specific
13	dual	data	5	0.484593837535014	specific
13	dual	data	6	0.49262536873156343	specific
13	dual	data	7	0.5813953488372093	specific
13	dual	data	8	0.6602564102564102	specific
13	dual	data	9	0.6460176991150443	specific
13	dual	model	1	0.37342345801947424	specific
13	dual	model	2	0.414085107135238	specific
13	dual	model	3	0.4249245099860511	specific
13	dual	model	4	0.41911117956504995	specific
13	dual	model	5	0.4991104455852356	specific
13	dual	model	6	0.48134518578158475	specific
13	dual	model	7	0.5823727049310933	specific
13	dual	model	8	0.648512253627616	specific
13	dual	model	9	0.6559757651031896	specific
13	dual	model_k1	1	0.32892003965569555	specific
13	dual	model_k1	2	0.39626581826968377	specific
13	dual	model_k1	3	0.4322378625018085	specific
13	dual	model_k1	4	0.4388099887395337	specific
13	dual	model_k1	5	0.536487956435943	specific
13	dual	model_k1	6	0.520534629073247	specific
13	dual	model_k1	7	0.5872972309638972	specific
13	dual	model_k1	8	0.6251606099885401	specific
13	dual	model_k1	9	0.6293457677561778	specific
13	dual	model_mean	1	0.36807025487114603	specific
13	dual	model_mean	2	0.43566044843286617	specific
13	dual	model_mean	3	0.455904189640189	specific
13	dual	model_mean	4	0.4495683900556361	specific
13	dual	model_mean	5	0.5040980334524753	specific
13	dual	model_mean	6	0.4885507615984093	specific
13	dual	model_mean	7	0.5517903678356527	specific
13	dual	model_mean	8	0.6015678632010295	specific
13	dual	model_mean	9	0.6435005699444619	specific
13	single	data	1	0.3242424242424242	specific
13	single	data	2	0.260233918128655	specific
13	single	data	3	0.3442622950819672	specific
13	single	data	4	0.37650602409638556	specific
13	single	data	5	0.33613445378151263	specific
13	single	data	6	0.56047197640118	specific
13	single	data	7	0.5319767441860465	specific
13	single	data	8	0.6185897435897436	specific
13	single	data	9	0.584070796460177	specific
13	single	model	1	0.28737203861082156	specific
13	single	model	2	0.2685883725090128	specific
13	single	model	3	0.31934072662091667	specific
13	single	model	4	0.3452573666294403	specific
13	single	model	5	0.33738348138546514	specific
13	single	model	6	0.5340077262792268	specific
13	single	model	7	0.5286603262935557	specific
13	single	model	8	0.5804713630976993	specific
13	single	model	9	0.5697128323498726	specific
13	single	model_k1	1	0.31688685080093537	specific
13	single	model_k1	2	0.3343203021532055	specific
13	single	model_k1	3	0.3872023560313711	specific
13	single	model_k1	4	0.4730040723637042	specific
13	single	model_k1	5	0.47252870249209566	specific
13	single	model_k1	6	0.5451146990056805	specific
13	single	model_k1	7	0.5544591336266437	specific
13	single	model_k1	8	0.6477782526136345	specific
13	single	model_k1	9	0.6736235834491706	specific
13	single	model_mean	1	0.39377548267930124	specific
13	single	model_mean	2	0.39045269570978974	specific
13	single	model_mean	3	0.4428596937522819	specific
13	single	model_mean	4	0.5126363730530139	specific
13	single	model_mean	5	0.5296461387460472	specific
13	single	model_mean	6	0.594042901167283	specific
13	single	model_mean	7	0.6006467517054437	specific
13	single	model_mean	8	0.6707704232219833	specific
13	single	model_mean	9	0.6869641997961433	specific
14	dual	data	1	0.36477987421383645	specific
14	dual	data	2	0.37941176470588234	specific
14	dual	data	3	0.40307692307692305	specific
14	dual	data	4	0.4892966360856269	specific
14	dual	data	5	0.4785100286532951	specific
14	dual	data	6	0.5077881619937694	specific
14	dual	data	7	0.5680473372781065	specific
14	dual	data	8	0.6461988304093568	specific
14	dual	data	9	0.65	specific
14	dual	model	1	0.3592496543286564	specific
14	dual	model	2	0.3777936213835928	specific
14	dual	model	3	0.42348893705122814	specific
14	dual	model	4	0.45906112172053104	specific
14	dual	model	5	0.49632253371022755	specific
14	dual	model	6	0.5151719571965764	specific
14	dual	model	7	0.5702531350537926	specific
14	dual	model	8	0.6251106391772369	specific
14	dual	model	9	0.6601227251089282	specific
14	dual	model_k1	1	0.35605869649981936	specific
14	dual	model_k1	2	0.36811021913263725	specific
14	dual	model_k1	3	0.4043237121504673	specific
14	dual	model_k1	4	0.45326824171657254	specific
14	dual	model_k1	5	0.5061568060090271	specific
14	dual	model_k1	6	0.5384508598122149	specific
14	dual	model_k1	7	0.5856093829282165	specific
14	dual	model_k1	8	0.6311341835296185	specific
14	dual	model_k1	9	0.6432841912470632	specific
14	dual	model_mean	1	0.3873476439220672	specific
14	dual	model_mean	2	0.40087937857643346	specific
14	dual	model_mean	3	0.4443462485102314	specific
14	dual	model_mean	4	0.4545244412814893	specific
14	dual	model_mean	5	0.48647175519169567	specific
14	dual	model_mean	6	0.49334150011809064	specific
14	dual	model_mean	7	0.5502682298218358	specific
14	dual	model_mean	8	0.6104039327564158	specific
14	dual	model_mean	9	0.660565784322469	specific
14	single	data	1	0.4276729559748428	specific
14	single	data	2	0.47058823529411764	specific
14	single	data	3	0.4553846153846154	specific
14	single	data	4	0.48623853211009177	specific
14	single	data	5	0.5530085959885387	specific
14	single	data	6	0.6479750778816199	specific
14	single	data	7	0.6094674556213018	specific
14	single	data	8	0.6812865497076024	specific
14	single	data	9	0.6676470588235294	specific
14	single	model	1	0.41731220741644937	specific
14	single	model	2	0.45454521530409425	specific
14	single	model	3	0.4708949126655891	specific
14	single	model	4	0.4820798124048803	specific
14	single	model	5	0.5566575838792333	specific
14	single	model	6	0.6439080576485955	specific
14	single	model	7	0.6152375913457051	specific
14	single	model	8	0.6705652671909286	specific
14	single	model	9	0.6595803687905613	specific
14	single	model_k1	1	0.39108556448478293	specific
14	single	model_k1	2	0.4472020072008255	specific
14	single	model_k1	3	0.4781922699541952	specific
14	single	model_k1	4	0.505531752426493	specific
14	single	model_k1	5	0.5262179281258208	specific
14	single	model_k1	6	0.59326644925644	specific
14	single	model_k1	7	0.5778148486530401	specific
14	single	model_k1	8	0.6548770892753945	specific
14	single	model_k1	9	0.6607109624208769	specific
14	single	model_mean	1	0.39803439318964207	specific
14	single	model_mean	2	0.45058897009379784	specific
14	single	model_mean	3	0.4789600411379935	specific
14	single	model_mean	4	0.5046150137500524	specific
14	single	model_mean	5	0.5379632952892508	specific
14	single	model_mean	6	0.6185157006804475	specific
14	single	model_mean	7	0.5969383569194324	specific
14	single	model_mean	8	0.6743225219796778	specific
14	single	model_mean	9	0.6729519377383937	specific
16	dual	data	1	0.41348973607038125	specific
16	dual	data	2	0.4560260586319218	specific
16	dual	data	3	0.43169398907103823	specific
16	dual	data	4	0.5	specific
16	dual	data	5	0.45535714285714285	specific
16	dual	data	6	0.4504792332268371	specific
16	dual	data	7	0.48264984227129337	specific
16	dual	data	8	0.6023738872403561	specific
16	dual	data	9	0.6957746478873239	specific
16	dual	model	1	0.41323522303777876	specific
16	dual	model	2	0.4518095837426289	specific
16	dual	model	3	0.4507546624983981	specific
16	dual	model	4	0.4678303102536004	specific
16	dual	model	5	0.4693457387958069	specific
16	dual	model	6	0.44740222821123293	specific
16	dual	model	7	0.49563231635139715	specific
16	dual	model	8	0.5903446515578272	specific
16	dual	model	9	0.6990367351370369	specific
16	dual	model_k1	1	0.3757193158305976	specific
16	dual	model_k1	2	0.41968877522711756	specific
16	dual	model_k1	3	0.444331675236566	specific
16	dual	model_k1	4	0.4788613855551548	specific
16	dual	model_k1	5	0.5025563327280388	specific
16	dual	model_k1	6	0.5077271651295188	specific
16	dual	model_k1	7	0.5603991451306763	specific
16	dual	model_k1	8	0.5994525203329925	specific
16	dual	model_k1	9	0.6081796418804618	specific
16	dual	model_mean	1	0.37039360345132566	specific
16	dual	model_mean	2	0.43101811007921575	specific
16	dual	model_mean	3	0.4555538541470038	specific
16	dual	model_mean	4	0.47994895883275773	specific
16	dual	model_mean	5	0.48262132470202784	specific
16	dual	model_mean	6	0.47626796705533025	specific
16	dual	model_mean	7	0.5393033710182097	specific
16	dual	model_mean	8	0.6069992332104744	specific
16	dual	model_mean	9	0.6492019811857148	specific
16	single	data	1	0.5190615835777126	specific
16	single	data	2	0.5342019543973942	specific
16	single	data	3	0.5819672131147541	specific
16	single	data	4	0.5853658536585366	specific
16	single	data	5	0.6428571428571429	specific
16	single	data	6	0.6549520766773163	specific
16	single	data	7	0.6845425867507886	specific
16	single	data	8	0.6973293768545994	specific
16	single	data	9	0.7633802816901408	specific
16	single	model	1	0.49706925007077624	specific
16	single	model	2	0.549664904398428	specific
16	single	model	3	0.5943866662474963	specific
16	single	model	4	0.5949266675260176	specific
16	single	model	5	0.6211990631050024	specific
16	single	model	6	0.6607119342611238	specific
16	single	model	7	0.7024940482244365	specific
16	single	model	8	0.7024888806568557	specific
16	single	model	9	0.7468980721279741	specific
16	single	model_k1	1	0.48483385345654034	specific
16	single	model_k1	2	0.5273541307762962	specific
16	single	model_k1	3	0.5717517075141073	specific
16	single	model_k1	4	0.5755678914580619	specific
16	single	model_k1	5	0.6198883679307746	specific
16	single	model_k1	6	0.6650979526061839	specific
16	single	model_k1	7	0.7077058956949641	specific
16	single	model_k1	8	0.6951122715540584	specific
16	single	model_k1	9	0.7315496189558548	specific
16	single	model_mean	1	0.3806863749720098	specific
16	single	model_mean	2	0.41752295829931524	specific
16	single	model_mean	3	0.4777643675391597	specific
16	single	model_mean	4	0.47362335240699854	specific
16	single	model_mean	5	0.5450557524590467	specific
16	single	model_mean	6	0.6031097415362229	specific
16	single	model_mean	7	0.6618818731750477	specific
16	single	model_mean	8	0.6346089213228004	specific
16	single	model_mean	9	0.6795345324073759	specific
17	dual	data	1	0.3606060606060606	specific
17	dual	data	2	0.3685897435897436	specific
17	dual	data	3	0.44285714285714284	specific
17	dual	data	4	0.4316109422492401	specific
17	dual	data	5	0.4482758620689655	specific
17	dual	data	6	0.52046783625731	specific
17	dual	data	7	0.5594202898550724	specific
17	dual	data	8	0.672514619883041	specific
17	dual	data	9	0.6797583081570997	specific
17	dual	model	1	0.36145508939816634	specific
17	dual	model	2	0.3655786240460817	specific
17	dual	model	3	0.4157769003463222	specific
17	dual	model	4	0.46246572627716437	specific
17	dual	model	5	0.468423935187483	specific
17	dual	model	6	0.49511733561014604	specific
17	dual	model	7	0.5751965802471127	specific
17	dual	model	8	0.653040153235783	specific
17	dual	model	9	0.6901698913427766	specific
17	dual	model_k1	1	0.3235803168909394	specific
17	dual	model_k1	2	0.3406722281126143	specific
17	dual	model_k1	3	0.4130111880047613	specific
17	dual	model_k1	4	0.48662665828747326	specific
17	dual	model_k1	5	0.5056427731900021	specific
17	dual	model_k1	6	0.5279978783074285	specific
17	dual	model_k1	7	0.598683428422466	specific
17	dual	model_k1	8	0.6385052292524365	specific
17	dual	model_k1	9	0.6510114309298306	specific
17	dual	model_mean	1	0.3674178377473195	specific
17	dual	model_mean	2	0.39154835068103994	specific
17	dual	model_mean	3	0.44826760038289243	specific
17	dual	model_mean	4	0.48800711177402506	specific
17	dual	model_mean	5	0.4829755684218946	specific
17	dual	model_mean	6	0.5002447331706557	specific
17	dual	model_mean	7	0.5531175871008359	specific
17	dual	model_mean	8	0.6107270523547129	specific
17	dual	model_mean	9	0.6474136063359056	specific
17	single	data	1	0.3303030303030303	specific
17	single	data	2	0.4230769230769231	specific
17	single	data	3	0.4742857142857143	specific
17	single	data	4	0.47720364741641336	specific
17	single	data	5	0.5642633228840125	specific
17	single	data	6	0.6403508771929824	specific
17	single	data	7	0.6144927536231884	specific
17	single	data	8	0.631578947368421	specific
17	single	data	9	0.6918429003021148	specific
17	single	model	1	0.34908918888266377	specific
17	single	model	2	0.4052486645611257	specific
17	single	model	3	0.48696103872542285	specific
17	single	model	4	0.47472962919356676	specific
17	single	model	5	0.5395262481445184	specific
17	single	model	6	0.6112760202897005	specific
17	single	model	7	0.6318178183972892	specific
17	single	model	8	0.6538271753708256	specific
17	single	model	9	0.6853360081519522	specific
17	single	model_k1	1	0.35089236975156757	specific
17	single	model_k1	2	0.4035131330686427	specific
17	single	model_k1	3	0.4841728270055884	specific
17	single	model_k1	4	0.47237649529644854	specific
17	single	model_k1	5	0.5405735336610348	specific
17	single	model_k1	6	0.6144874364010281	specific
17	single	model_k1	7	0.634680820704645	specific
17	single	model_k1	8	0.6547555772402257	specific
17	single	model_k1	9	0.6826487309951886	specific
17	single	model_mean	1	0.3945264268926716	specific
17	single	model_mean	2	0.4392415880627156	specific
17	single	model_mean	3	0.4985818999897343	specific
17	single	model_mean	4	0.4921384684570435	specific
17	single	model_mean	5	0.5649034525131503	specific
17	single	model_mean	6	0.6329523848367963	specific
17	single	model_mean	7	0.6474846856099824	specific
17	single	model_mean	8	0.6607555788881816	specific
17	single	model_mean	9	0.6699273727278802	specific
18	dual	data	1	0.36335403726708076	specific
18	dual	data	2	0.3805309734513274	specific
18	dual	data	3	0.46178343949044587	specific
18	dual	data	4	0.46226415094339623	specific
18	dual	data	5	0.4855305466237942	specific
18	dual	data	6	0.5178571428571429	specific
18	dual	data	7	0.5286103542234333	specific
18	dual	data	8	0.5950413223140496	specific
18	dual	data	9	0.6878787878787879	specific
18	dual	model	1	0.3534391688465334	specific
18	dual	model	2	0.39567670181181097	specific
18	dual	model	3	0.46007541414305597	specific
18	dual	model	4	0.4670227809141182	specific
18	dual	model	5	0.48995785502922473	specific
18	dual	model	6	0.48992095547789155	specific
18	dual	model	7	0.5294294671496079	specific
18	dual	model	8	0.62471362336355	specific
18	dual	model	9	0.6697553565638424	specific
18	dual	model_k1	1	0.3456531617516708	specific
18	dual	model_k1	2	0.37159015569202614	specific
18	dual	model_k1	3	0.43235848975205005	specific
18	dual	model_k1	4	0.4519674719116368	specific
18	dual	model_k1	5	0.5159692367670436	specific
18	dual	model_k1	6	0.5242864608587219	specific
18	dual	model_k1	7	0.5616661331797548	specific
18	dual	model_k1	8	0.6335767243379042	specific
18	dual	model_k1	9	0.6378723999745773	specific
18	dual	model_mean	1	0.3713714252405635	specific
18	dual	model_mean	2	0.40609639128003594	specific
18	dual	model_mean	3	0.4606315283533347	specific
18	dual	model_mean	4	0.4609560216173775	specific
18	dual	model_mean	5	0.4825522992582429	specific
18	dual	model_mean	6	0.4886584176942893	specific
18	dual	model_mean	7	0.5295971223154933	specific
18	dual	model_mean	8	0.6183856307967784	specific
18	dual	model_mean	9	0.6619099647506723	specific
18	single	data	1	0.39751552795031053	specific
18	single	data	2	0.4247787610619469	specific
18	single	data	3	0.5031847133757962	specific
18	single	data	4	0.49056603773584906	specific
18	single	data	5	0.5659163987138264	specific
18	single	data	6	0.5714285714285714	specific
18	single	data	7	0.6267029972752044	specific
18	single	data	8	0.6528925619834711	specific
18	single	data	9	0.7242424242424242	specific
18	single	model	1	0.3787380588982134	specific
18	single	model	2	0.4471845517540488	specific
18	single	model	3	0.48063280880432635	specific
18	single	model	4	0.5097879153476033	specific
18	single	model	5	0.5627789436040114	specific
18	single	model	6	0.5868039194351434	specific
18	single	model	7	0.6184863034720202	specific
18	single	model	8	0.6588258052006074	specific
18	single	model	9	0.7128394240645223	specific
18	single	model_k1	1	0.3794648152118567	specific
18	single	model_k1	2	0.44707317222760923	specific
18	single	model_k1	3	0.4799599305284217	specific
18	single	model_k1	4	0.508960159791204	specific
18	single	model_k1	5	0.5629491469744982	specific
18	single	model_k1	6	0.5879195440853248	specific
18	single	model_k1	7	0.6193674185552902	specific
18	single	model_k1	8	0.6593519730843103	specific
18	single	model_k1	9	0.7125186520865769	specific
18	single	model_mean	1	0.41065987743608573	specific
18	single	model_mean	2	0.4663985848449185	specific
18	single	model_mean	3	0.4898188874005795	specific
18	single	model_mean	4	0.5171174527080592	specific
18	single	model_mean	5	0.5775519414645222	specific
18	single	model_mean	6	0.6063995843361327	specific
18	single	model_mean	7	0.631341910214897	specific
18	single	model_mean	8	0.6651807477827434	specific
18	single	model_mean	9	0.707500797208969	specific
19	dual	data	1	0.40522875816993464	specific
19	dual	data	2	0.39221556886227543	specific
19	dual	data	3	0.4180064308681672	specific
19	dual	data	4	0.41935483870967744	specific
19	dual	data	5	0.44242424242424244	specific
19	dual	data	6	0.5436046511627907	specific
19	dual	data	7	0.5214723926380368	specific
19	dual	data	8	0.630057803468208	specific
19	dual	data	9	0.6933701657458563	specific
19	dual	model	1	0.37901454623533726	specific
19	dual	model	2	0.4225436016261769	specific
19	dual	model	3	0.40954021697807047	specific
19	dual	model	4	0.4357251899460394	specific
19	dual	model	5	0.44040625920568177	specific
19	dual	model	6	0.5213504618553119	specific
19	dual	model	7	0.5338431452247636	specific
19	dual	model	8	0.6281834783381035	specific
19	dual	model	9	0.6930378878251529	specific
19	dual	model_k1	1	0.3488648828002102	specific
19	dual	model_k1	2	0.4016365786796545	specific
19	dual	model_k1	3	0.41326355225309197	specific
19	dual	model_k1	4	0.4656845868135573	specific
19	dual	model_k1	5	0.4824674112865421	specific
19	dual	model_k1	6	0.5608766808379778	specific
19	dual	model_k1	7	0.5575408689847952	specific
19	dual	model_k1	8	0.6098199901225498	specific
19	dual	model_k1	9	0.6267001544909606	specific
19	dual	model_mean	1	0.35091883007282393	specific
19	dual	model_mean	2	0.4184088134399406	specific
19	dual	model_mean	3	0.42875944965109514	specific
19	dual	model_mean	4	0.4637341744481205	specific
19	dual	model_mean	5	0.460610391311541	specific
19	dual	model_mean	6	0.531541986466297	specific
19	dual	model_mean	7	0.5347878771841326	specific
19	dual	model_mean	8	0.6128896001233028	specific
19	dual	model_mean	9	0.6633708008247826	specific
19	single	data	1	0.545751633986928	specific
19	single	data	2	0.5778443113772455	specific
19	single	data	3	0.5594855305466238	specific
19	single	data	4	0.5659824046920822	specific
19	single	data	5	0.6545454545454545	specific
19	single	data	6	0.6976744186046512	specific
19	single	data	7	0.6840490797546013	specific
19	single	data	8	0.7369942196531792	specific
19	single	data	9	0.7983425414364641	specific
19	single	model	1	0.5158374446369394	specific
19	single	model	2	0.5458666848380013	specific
19	single	model	3	0.5616900215196078	specific
19	single	model	4	0.6126962331552639	specific
19	single	model	5	0.6672618868171665	specific
