subject	stream	bias	kappa	number	dv	dv_abs	dv_abs_k1	mapmax_bias	mapmax_kappa
14	dual	-0.038461538461538436	7.38905609893065	6	1.0357716017414106e-05	1.0357716017414106e-05	0.21153846153846156	0.5	1.9678135965090222
14	dual	-0.038461538461538436	7.38905609893065	7	0.0033022756433163758	0.0033022756433163758	0.46153846153846156	0.5	1.9678135965090222
14	dual	-0.038461538461538436	7.38905609893065	8	0.08088826896997392	0.08088826896997392	0.7115384615384616	0.5	1.9678135965090222
14	dual	-0.038461538461538436	7.38905609893065	9	0.7484102043932085	0.7484102043932085	0.9615384615384616	0.5	1.9678135965090222
16	single	-0.25384615384615383	7.38905609893065	1	-5.320253059548518	5.320253059548518	1.2538461538461538	0.15384615384615385	1.4918246976412708
16	single	-0.25384615384615383	7.38905609893065	2	-1.028771048929763	1.028771048929763	1.0038461538461538	0.15384615384615385	1.4918246976412708
16	single	-0.25384615384615383	7.38905609893065	3	-0.1239467543220726	0.1239467543220726	0.7538461538461538	0.15384615384615385	1.4918246976412708
16	single	-0.25384615384615383	7.38905609893065	4	-0.006313393149389596	0.006313393149389596	0.5038461538461538	0.15384615384615385	1.4918246976412708
16	single	-0.25384615384615383	7.38905609893065	5	-3.984177408940224e-05	3.984177408940224e-05	0.25384615384615383	0.15384615384615385	1.4918246976412708
16	single	-0.25384615384615383	7.38905609893065	6	-1.4309565747480896e-18	1.4309565747480896e-18	0.0038461538461538325	0.15384615384615385	1.4918246976412708
16	single	-0.25384615384615383	7.38905609893065	7	3.17388807034747e-05	3.17388807034747e-05	0.24615384615384617	0.15384615384615385	1.4918246976412708
16	single	-0.25384615384615383	7.38905609893065	8	0.005634978010756624	0.005634978010756624	0.49615384615384617	0.15384615384615385	1.4918246976412708
16	single	-0.25384615384615383	7.38905609893065	9	0.11490046336838797	0.11490046336838797	0.7461538461538462	0.15384615384615385	1.4918246976412708
16	dual	0.25384615384615383	3.530849386967354	1	-0.35561180572847434	0.35561180572847434	0.7461538461538462	0.5	1.9678135965090222
16	dual	0.25384615384615383	3.530849386967354	2	-0.08419130077564788	0.08419130077564788	0.49615384615384617	0.5	1.9678135965090222
16	dual	0.25384615384615383	3.530849386967354	3	-0.007086671287841264	0.007086671287841264	0.24615384615384617	0.5	1.9678135965090222
16	dual	0.25384615384615383	3.530849386967354	4	2.97230132287259e-09	2.97230132287259e-09	0.0038461538461538325	0.5	1.9678135965090222
16	dual	0.25384615384615383	3.530849386967354	5	0.007900024245186429	0.007900024245186429	0.25384615384615383	0.5	1.9678135965090222
16	dual	0.25384615384615383	3.530849386967354	6	0.08889122497543436	0.08889122497543436	0.5038461538461538	0.5	1.9678135965090222
16	dual	0.25384615384615383	3.530849386967354	7	0.3687260144126324	0.3687260144126324	0.7538461538461538	0.5	1.9678135965090222
16	dual	0.25384615384615383	3.530849386967354	8	1.0136464147656148	1.0136464147656148	1.0038461538461538	0.5	1.9678135965090222
16	dual	0.25384615384615383	3.530849386967354	9	2.2227246061836725	2.2227246061836725	1.2538461538461538	0.5	1.9678135965090222
17	single	-0.1769230769230769	7.38905609893065	1	-3.3324337252060303	3.3324337252060303	1.176923076923077	0.15384615384615385	1.4918246976412708
17	single	-0.1769230769230769	7.38905609893065	2	-0.5708000606861964	0.5708000606861964	0.926923076923077	0.15384615384615385	1.4918246976412708
17	single	-0.1769230769230769	7.38905609893065	3	-0.055955853924870486	0.055955853924870486	0.676923076923077	0.15384615384615385	1.4918246976412708
17	single	-0.1769230769230769	7.38905609893065	4	-0.0018562338370544157	0.0018562338370544157	0.4269230769230769	0.15384615384615385	1.4918246976412708
17	single	-0.1769230769230769	7.38905609893065	5	-2.7659055875230133e-06	2.7659055875230133e-06	0.1769230769230769	0.15384615384615385	1.4918246976412708
17	single	-0.1769230769230769	7.38905609893065	6	4.021689604748412e-09	4.021689604748412e-09	0.0730769230769231	0.15384615384615385	1.4918246976412708
17	single	-0.1769230769230769	7.38905609893065	7	0.0002367195077987866	0.0002367195077987866	0.3230769230769231	0.15384615384615385	1.4918246976412708
17	single	-0.1769230769230769	7.38905609893065	8	0.01634638431024122	0.01634638431024122	0.573076923076923	0.15384615384615385	1.4918246976412708
17	single	-0.1769230769230769	7.38905609893065	9	0.2372381667723455	0.2372381667723455	0.823076923076923	0.15384615384615385	1.4918246976412708
17	dual	0.5	3.6411795898884467	1	-0.08014855998056712	0.08014855998056712	0.5	0.5	1.9678135965090222
17	dual	0.5	3.6411795898884467	2	-0.0064237916669585655	0.0064237916669585655	0.25	0.5	1.9678135965090222
17	dual	0.5	3.6411795898884467	3	0.0	0.0	0.0	0.5	1.9678135965090222
17	dual	0.5	3.6411795898884467	4	0.0064237916669585655	0.0064237916669585655	0.25	0.5	1.9678135965090222
17	dual	0.5	3.6411795898884467	5	0.08014855998056712	0.08014855998056712	0.5	0.5	1.9678135965090222
17	dual	0.5	3.6411795898884467	6	0.3508129545450635	0.3508129545450635	0.75	0.5	1.9678135965090222
17	dual	0.5	3.6411795898884467	7	1.0	1.0	1.0	0.5	1.9678135965090222
17	dual	0.5	3.6411795898884467	8	2.253547733042729	2.253547733042729	1.25	0.5	1.9678135965090222
17	dual	0.5	3.6411795898884467	9	4.377033781144937	4.377033781144937	1.5	0.5	1.9678135965090222
18	single	0.13076923076923075	0.1353352832366127	1	-0.9812119535380577	0.9812119535380577	0.8692307692307693	0.15384615384615385	1.4918246976412708
