subject	stream	weight_type	position	number	weight	x0_type
1	dual	model	0	8	0.5818415297412567	specific
1	dual	model	0	9	0.6664123559903216	specific
1	dual	model	1	1	0.2741477523852744	specific
1	dual	model	1	2	0.41148400034857524	specific
1	dual	model	1	3	0.38858813039956724	specific
1	dual	model	1	4	0.5175652729151381	specific
1	dual	model	1	5	0.5424106601937607	specific
1	dual	model	1	6	0.5641071846853501	specific
1	dual	model	1	7	0.5337821277552222	specific
1	dual	model	1	8	0.5990045731609711	specific
1	dual	model	1	9	0.5828812745678076	specific
1	dual	model	2	1	0.3582629256856184	specific
1	dual	model	2	2	0.38789134285607163	specific
1	dual	model	2	3	0.48176866297915394	specific
1	dual	model	2	4	0.4908618183407578	specific
1	dual	model	2	5	0.4508710511771283	specific
1	dual	model	2	6	0.5202797997582641	specific
1	dual	model	2	7	0.5922129757756813	specific
1	dual	model	2	8	0.6111600334251539	specific
1	dual	model	2	9	0.5974926109472796	specific
1	dual	model	3	1	0.2527587800717977	specific
1	dual	model	3	2	0.3838953722895897	specific
1	dual	model	3	3	0.39735281208005996	specific
1	dual	model	3	4	0.42923694274037916	specific
1	dual	model	3	5	0.5324790109940467	specific
1	dual	model	3	6	0.49945798384461876	specific
1	dual	model	3	7	0.5535730958382962	specific
1	dual	model	3	8	0.6682903990847565	specific
1	dual	model	3	9	0.6177581810165507	specific
1	dual	model	4	1	0.40731198915791833	specific
1	dual	model	4	2	0.42717204520677726	specific
1	dual	model	4	3	0.49439619457562506	specific
1	dual	model	4	4	0.47849784142721336	specific
1	dual	model	4	5	0.4158174722971319	specific
1	dual	model	4	6	0.5453255854839743	specific
1	dual	model	4	7	0.6391557894821999	specific
1	dual	model	4	8	0.6078931797648545	specific
1	dual	model	4	9	0.6776999998410118	specific
1	dual	model	5	1	0.4594155866008498	specific
1	dual	model	5	2	0.4077920785139875	specific
1	dual	model	5	3	0.40632255368135023	specific
1	dual	model	5	4	0.42475382786817834	specific
1	dual	model	5	5	0.6742692381884656	specific
1	dual	model	5	6	0.531525688095274	specific
1	dual	model	5	7	0.4966866188539806	specific
1	dual	model	5	8	0.6571489544338066	specific
1	dual	model	5	9	0.6476868062575665	specific
1	dual	model	6	1	0.37268951979537807	specific
1	dual	model	6	2	0.4417916200699749	specific
1	dual	model	6	3	0.42273374111914336	specific
1	dual	model	6	4	0.43853263178298757	specific
1	dual	model	6	5	0.5013705896875552	specific
1	dual	model	6	6	0.5357951909111529	specific
1	dual	model	6	7	0.5556750827853073	specific
1	dual	model	6	8	0.5849870974178583	specific
1	dual	model	6	9	0.6747841518577089	specific
1	dual	model	7	1	0.45859382596936543	specific
1	dual	model	7	2	0.45987594650617564	specific
1	dual	model	7	3	0.451012263790925	specific
1	dual	model	7	4	0.5353188765158078	specific
1	dual	model	7	5	0.4819525769661097	specific
1	dual	model	7	6	0.5710125518598729	specific
1	dual	model	7	7	0.4447482237854571	specific
1	dual	model	7	8	0.5821479519055256	specific
1	dual	model	7	9	0.730376779526669	specific
1	dual	model	8	1	0.39851560719765117	specific
1	dual	model	8	2	0.39258903053170086	specific
1	dual	model	8	3	0.35026658369680075	specific
1	dual	model	8	4	0.4981909770575713	specific
1	dual	model	8	5	0.3583289942297389	specific
1	dual	model	8	6	0.5629633958630796	specific
1	dual	model	8	7	0.5732257492944299	specific
1	dual	model	8	8	0.5539054387858989	specific
1	dual	model	8	9	0.6271563452882559	specific
1	dual	model	9	1	0.30013722657091024	specific
1	dual	model	9	2	0.3464135139247808	specific
1	dual	model	9	3	0.40517504137849536	specific
1	dual	model	9	4	0.4389071725362246	specific
1	dual	model	9	5	0.5476470461055486	specific
1	dual	model	9	6	0.5262548826229153	specific
1	dual	model	9	7	0.6102073398563669	specific
1	dual	model	9	8	0.6185571739633606	specific
1	dual	model	9	9	0.6525638780593839	specific
1	dual	model_k1	0	1	0.34914776786967955	specific
1	dual	model_k1	0	2	0.41604077002166456	specific
1	dual	model_k1	0	3	0.4825180972244827	specific
1	dual	model_k1	0	4	0.4942008180096258	specific
1	dual	model_k1	0	5	0.4888385375377146	specific
1	dual	model_k1	0	6	0.5245329103027238	specific
1	dual	model_k1	0	7	0.5359541252836264	specific
1	dual	model_k1	0	8	0.5818415297412567	specific
1	dual	model_k1	0	9	0.6664123559903216	specific
1	dual	model_k1	1	1	0.2741477523852744	specific
1	dual	model_k1	1	2	0.41148400034857524	specific
1	dual	model_k1	1	3	0.38858813039956724	specific
1	dual	model_k1	1	4	0.5175652729151381	specific
1	dual	model_k1	1	5	0.5424106601937607	specific
1	dual	model_k1	1	6	0.5641071846853501	specific
1	dual	model_k1	1	7	0.5337821277552222	specific
1	dual	model_k1	1	8	0.5990045731609711	specific
1	dual	model_k1	1	9	0.5828812745678076	specific
1	dual	model_k1	2	1	0.3582629256856184	specific
1	dual	model_k1	2	2	0.38789134285607163	specific
1	dual	model_k1	2	3	0.48176866297915394	specific
1	dual	model_k1	2	4	0.4908618183407578	specific
1	dual	model_k1	2	5	0.4508710511771283	specific
1	dual	model_k1	2	6	0.5202797997582641	specific
1	dual	model_k1	2	7	0.5922129757756813	specific
1	dual	model_k1	2	8	0.6111600334251539	specific
1	dual	model_k1	2	9	0.5974926109472796	specific
1	dual	model_k1	3	1	0.2527587800717977	specific
1	dual	model_k1	3	2	0.3838953722895897	specific
1	dual	model_k1	3	3	0.39735281208005996	specific
1	dual	model_k1	3	4	0.42923694274037916	specific
1	dual	model_k1	3	5	0.5324790109940467	specific
1	dual	model_k1	3	6	0.49945798384461876	specific
1	dual	model_k1	3	7	0.5535730958382962	specific
1	dual	model_k1	3	8	0.6682903990847565	specific
1	dual	model_k1	3	9	0.6177581810165507	specific
1	dual	model_k1	4	1	0.40731198915791833	specific
1	dual	model_k1	4	2	0.42717204520677726	specific
1	dual	model_k1	4	3	0.49439619457562506	specific
1	dual	model_k1	4	4	0.47849784142721336	specific
1	dual	model_k1	4	5	0.4158174722971319	specific
1	dual	model_k1	4	6	0.5453255854839743	specific
1	dual	model_k1	4	7	0.6391557894821999	specific
1	dual	model_k1	4	8	0.6078931797648545	specific
1	dual	model_k1	4	9	0.6776999998410118	specific
1	dual	model_k1	5	1	0.4594155866008498	specific
1	dual	model_k1	5	2	0.4077920785139875	specific
1	dual	model_k1	5	3	0.40632255368135023	specific
1	dual	model_k1	5	4	0.42475382786817834	specific
1	dual	model_k1	5	5	0.6742692381884656	specific
1	dual	model_k1	5	6	0.531525688095274	specific
1	dual	model_k1	5	7	0.4966866188539806	specific
1	dual	model_k1	5	8	0.6571489544338066	specific
1	dual	model_k1	5	9	0.6476868062575665	specific
1	dual	model_k1	6	1	0.37268951979537807	specific
1	dual	model_k1	6	2	0.4417916200699749	specific
1	dual	model_k1	6	3	0.42273374111914336	specific
1	dual	model_k1	6	4	0.43853263178298757	specific
1	dual	model_k1	6	5	0.5013705896875552	specific
1	dual	model_k1	6	6	0.5357951909111529	specific
1	dual	model_k1	6	7	0.5556750827853073	specific
1	dual	model_k1	6	8	0.5849870974178583	specific
1	dual	model_k1	6	9	0.6747841518577089	specific
1	dual	model_k1	7	1	0.45859382596936543	specific
1	dual	model_k1	7	2	0.45987594650617564	specific
1	dual	model_k1	7	3	0.451012263790925	specific
1	dual	model_k1	7	4	0.5353188765158078	specific
1	dual	model_k1	7	5	0.4819525769661097	specific
1	dual	model_k1	7	6	0.5710125518598729	specific
1	dual	model_k1	7	7	0.4447482237854571	specific
1	dual	model_k1	7	8	0.5821479519055256	specific
1	dual	model_k1	7	9	0.730376779526669	specific
1	dual	model_k1	8	1	0.39851560719765117	specific
1	dual	model_k1	8	2	0.39258903053170086	specific
1	dual	model_k1	8	3	0.35026658369680075	specific
1	dual	model_k1	8	4	0.4981909770575713	specific
1	dual	model_k1	8	5	0.3583289942297389	specific
1	dual	model_k1	8	6	0.5629633958630796	specific
1	dual	model_k1	8	7	0.5732257492944299	specific
1	dual	model_k1	8	8	0.5539054387858989	specific
1	dual	model_k1	8	9	0.6271563452882559	specific
1	dual	model_k1	9	1	0.30013722657091024	specific
1	dual	model_k1	9	2	0.3464135139247808	specific
1	dual	model_k1	9	3	0.40517504137849536	specific
1	dual	model_k1	9	4	0.4389071725362246	specific
1	dual	model_k1	9	5	0.5476470461055486	specific
1	dual	model_k1	9	6	0.5262548826229153	specific
1	dual	model_k1	9	7	0.6102073398563669	specific
1	dual	model_k1	9	8	0.6185571739633606	specific
1	dual	model_k1	9	9	0.6525638780593839	specific
1	single	data	0	1	0.4411764705882353	specific
1	single	data	0	2	0.5142857142857142	specific
1	single	data	0	3	0.3870967741935484	specific
1	single	data	0	4	0.35294117647058826	specific
1	single	data	0	5	0.46153846153846156	specific
1	single	data	0	6	0.7241379310344828	specific
1	single	data	0	7	0.6875	specific
1	single	data	0	8	0.8333333333333334	specific
1	single	data	0	9	0.75	specific
1	single	data	1	1	0.3870967741935484	specific
1	single	data	1	2	0.4838709677419355	specific
1	single	data	1	3	0.36363636363636365	specific
1	single	data	1	4	0.5172413793103449	specific
1	single	data	1	5	0.5365853658536586	specific
1	single	data	1	6	0.6538461538461539	specific
1	single	data	1	7	0.7837837837837838	specific
1	single	data	1	8	0.6666666666666666	specific
1	single	data	1	9	0.6666666666666666	specific
1	single	data	2	1	0.42857142857142855	specific
1	single	data	2	2	0.41935483870967744	specific
1	single	data	2	3	0.5263157894736842	specific
1	single	data	2	4	0.43333333333333335	specific
1	single	data	2	5	0.5806451612903226	specific
1	single	data	2	6	0.6571428571428571	specific
1	single	data	2	7	0.6071428571428571	specific
1	single	data	2	8	0.6666666666666666	specific
1	single	data	2	9	0.7894736842105263	specific
1	single	data	3	1	0.42857142857142855	specific
1	single	data	3	2	0.2647058823529412	specific
1	single	data	3	3	0.5945945945945946	specific
1	single	data	3	4	0.4	specific
1	single	data	3	5	0.59375	specific
1	single	data	3	6	0.696969696969697	specific
1	single	data	3	7	0.7142857142857143	specific
1	single	data	3	8	0.6363636363636364	specific
1	single	data	3	9	0.7380952380952381	specific
1	single	data	4	1	0.4074074074074074	specific
1	single	data	4	2	0.46153846153846156	specific
1	single	data	4	3	0.4230769230769231	specific
1	single	data	4	4	0.4358974358974359	specific
1	single	data	4	5	0.4	specific
1	single	data	4	6	0.7142857142857143	specific
1	single	data	4	7	0.8076923076923077	specific
1	single	data	4	8	0.7954545454545454	specific
1	single	data	4	9	0.6097560975609756	specific
1	single	data	5	1	0.5483870967741935	specific
1	single	data	5	2	0.48717948717948717	specific
1	single	data	5	3	0.5	specific
1	single	data	5	4	0.4722222222222222	specific
1	single	data	5	5	0.37037037037037035	specific
1	single	data	5	6	0.84375	specific
1	single	data	5	7	0.4642857142857143	specific
1	single	data	5	8	0.6666666666666666	specific
1	single	data	5	9	0.696969696969697	specific
1	single	data	6	1	0.5121951219512195	specific
1	single	data	6	2	0.35	specific
1	single	data	6	3	0.6333333333333333	specific
1	single	data	6	4	0.3	specific
1	single	data	6	5	0.5925925925925926	specific
1	single	data	6	6	0.6785714285714286	specific
1	single	data	6	7	0.6388888888888888	specific
1	single	data	6	8	0.6486486486486487	specific
1	single	data	6	9	0.8064516129032258	specific
1	single	data	7	1	0.3225806451612903	specific
1	single	data	7	2	0.4782608695652174	specific
1	single	data	7	3	0.46511627906976744	specific
1	single	data	7	4	0.5384615384615384	specific
1	single	data	7	5	0.7105263157894737	specific
1	single	data	7	6	0.6923076923076923	specific
1	single	data	7	7	0.696969696969697	specific
1	single	data	7	8	0.6060606060606061	specific
1	single	data	7	9	0.6666666666666666	specific
1	single	data	8	1	0.42105263157894735	specific
1	single	data	8	2	0.4074074074074074	specific
1	single	data	8	3	0.46875	specific
1	single	data	8	4	0.5	specific
1	single	data	8	5	0.5172413793103449	specific
1	single	data	8	6	0.696969696969697	specific
1	single	data	8	7	0.7	specific
1	single	data	8	8	0.6785714285714286	specific
1	single	data	8	9	0.6857142857142857	specific
1	single	data	9	1	0.6875	specific
1	single	data	9	2	0.5526315789473685	specific
1	single	data	9	3	0.38235294117647056	specific
1	single	data	9	4	0.4473684210526316	specific
1	single	data	9	5	0.3611111111111111	specific
1	single	data	9	6	0.6071428571428571	specific
1	single	data	9	7	0.64	specific
1	single	data	9	8	0.7441860465116279	specific
1	single	data	9	9	0.7307692307692307	specific
1	single	model	0	1	0.40895847012926734	specific
1	single	model	0	2	0.5772217861179714	specific
1	single	model	0	3	0.4571947567651891	specific
1	single	model	0	4	0.44444293553892256	specific
1	single	model	0	5	0.5046184765317794	specific
1	single	model	0	6	0.6806879601417648	specific
1	single	model	0	7	0.5666568737899057	specific
1	single	model	0	8	0.7551382198065658	specific
1	single	model	0	9	0.7333629975961065	specific
1	single	model	1	1	0.3936899857324383	specific
1	single	model	1	2	0.4855501701432498	specific
1	single	model	1	3	0.4358469384474035	specific
1	single	model	1	4	0.5600680883535197	specific
1	single	model	1	5	0.577051308256247	specific
1	single	model	1	6	0.5368280292502263	specific
1	single	model	1	7	0.6907708119571525	specific
1	single	model	1	8	0.6834494891348548	specific
1	single	model	1	9	0.6754152358637568	specific
1	single	model	2	1	0.3912979319060196	specific
1	single	model	2	2	0.41863577365947074	specific
1	single	model	2	3	0.47224514267214207	specific
1	single	model	2	4	0.5259253268116114	specific
1	single	model	2	5	0.5898126006069845	specific
1	single	model	2	6	0.637547359260586	specific
1	single	model	2	7	0.6408239869340494	specific
1	single	model	2	8	0.6561261349906299	specific
1	single	model	2	9	0.805463969556029	specific
1	single	model	3	1	0.35119263376330406	specific
1	single	model	3	2	0.39239685288324155	specific
1	single	model	3	3	0.5950902220689046	specific
1	single	model	3	4	0.5223862762565045	specific
1	single	model	3	5	0.509296981197966	specific
1	single	model	3	6	0.6013015815216899	specific
1	single	model	3	7	0.6829635837014352	specific
1	single	model	3	8	0.70853232061103	specific
1	single	model	3	9	0.7391595216385396	specific
1	single	model	4	1	0.42497450683857485	specific
1	single	model	4	2	0.46284022134980785	specific
1	single	model	4	3	0.47875106304158044	specific
1	single	model	4	4	0.48654720994507333	specific
1	single	model	4	5	0.5071622903337223	specific
1	single	model	4	6	0.6521166479025526	specific
1	single	model	4	7	0.7456437865583923	specific
1	single	model	4	8	0.6962486741802061	specific
1	single	model	4	9	0.6233168183999829	specific
1	single	model	5	1	0.4161250941657791	specific
1	single	model	5	2	0.5059287733416785	specific
1	single	model	5	3	0.5758829144788331	specific
1	single	model	5	4	0.5423326164471364	specific
1	single	model	5	5	0.514979713064576	specific
1	single	model	5	6	0.6255244464766871	specific
1	single	model	5	7	0.5544130486216404	specific
1	single	model	5	8	0.6787667807319107	specific
1	single	model	5	9	0.6504067102219632	specific
1	single	model	6	1	0.5014854429206329	specific
1	single	model	6	2	0.39414544533837753	specific
1	single	model	6	3	0.5488668845908148	specific
1	single	model	6	4	0.35934369533572125	specific
1	single	model	6	5	0.5465139728695037	specific
1	single	model	6	6	0.6003517514016786	specific
1	single	model	6	7	0.693759045488338	specific
1	single	model	6	8	0.6748703054085606	specific
1	single	model	6	9	0.8037245822211302	specific
1	single	model	7	1	0.35341237790073543	specific
1	single	model	7	2	0.44705997853132295	specific
1	single	model	7	3	0.47889090344271334	specific
1	single	model	7	4	0.5567089615185086	specific
1	single	model	7	5	0.6068686478072397	specific
1	single	model	7	6	0.6813631694252031	specific
1	single	model	7	7	0.7388068612677393	specific
1	single	model	7	8	0.6194918177353169	specific
1	single	model	7	9	0.7421734025266621	specific
1	single	model	8	1	0.3836318822858437	specific
1	single	model	8	2	0.3525461371941168	specific
1	single	model	8	3	0.4591777958462444	specific
1	single	model	8	4	0.5351846232568716	specific
1	single	model	8	5	0.6133630549285629	specific
1	single	model	8	6	0.6910358218116918	specific
1	single	model	8	7	0.6924412684030233	specific
1	single	model	8	8	0.6103630607013023	specific
1	single	model	8	9	0.7283646895410566	specific
1	single	model	9	1	0.46666686863359835	specific
1	single	model	9	2	0.46194057688159396	specific
1	single	model	9	3	0.4078358170019567	specific
1	single	model	9	4	0.5427463844354795	specific
1	single	model	9	5	0.547261270885723	specific
1	single	model	9	6	0.580825924965867	specific
1	single	model	9	7	0.5539521805674447	specific
1	single	model	9	8	0.7348104015016067	specific
1	single	model	9	9	0.8312195434721809	specific
1	single	model_k1	0	1	0.40895847012926734	specific
1	single	model_k1	0	2	0.5772217861179714	specific
1	single	model_k1	0	3	0.4571947567651891	specific
1	single	model_k1	0	4	0.44444293553892256	specific
1	single	model_k1	0	5	0.5046184765317794	specific
1	single	model_k1	0	6	0.6806879601417648	specific
1	single	model_k1	0	7	0.5666568737899057	specific
1	single	model_k1	0	8	0.7551382198065658	specific
1	single	model_k1	0	9	0.7333629975961065	specific
1	single	model_k1	1	1	0.3936899857324383	specific
1	single	model_k1	1	2	0.4855501701432498	specific
1	single	model_k1	1	3	0.4358469384474035	specific
1	single	model_k1	1	4	0.5600680883535197	specific
1	single	model_k1	1	5	0.577051308256247	specific
1	single	model_k1	1	6	0.5368280292502263	specific
1	single	model_k1	1	7	0.6907708119571525	specific
1	single	model_k1	1	8	0.6834494891348548	specific
1	single	model_k1	1	9	0.6754152358637568	specific
1	single	model_k1	2	1	0.3912979319060196	specific
1	single	model_k1	2	2	0.41863577365947074	specific
1	single	model_k1	2	3	0.47224514267214207	specific
1	single	model_k1	2	4	0.5259253268116114	specific
1	single	model_k1	2	5	0.5898126006069845	specific
1	single	model_k1	2	6	0.637547359260586	specific
1	single	model_k1	2	7	0.6408239869340494	specific
1	single	model_k1	2	8	0.6561261349906299	specific
1	single	model_k1	2	9	0.805463969556029	specific
1	single	model_k1	3	1	0.35119263376330406	specific
1	single	model_k1	3	2	0.39239685288324155	specific
1	single	model_k1	3	3	0.5950902220689046	specific
1	single	model_k1	3	4	0.5223862762565045	specific
1	single	model_k1	3	5	0.509296981197966	specific
1	single	model_k1	3	6	0.6013015815216899	specific
1	single	model_k1	3	7	0.6829635837014352	specific
1	single	model_k1	3	8	0.70853232061103	specific
1	single	model_k1	3	9	0.7391595216385396	specific
1	single	model_k1	4	1	0.42497450683857485	specific
1	single	model_k1	4	2	0.46284022134980785	specific
1	single	model_k1	4	3	0.47875106304158044	specific
1	single	model_k1	4	4	0.48654720994507333	specific
1	single	model_k1	4	5	0.5071622903337223	specific
1	single	model_k1	4	6	0.6521166479025526	specific
1	single	model_k1	4	7	0.7456437865583923	specific
1	single	model_k1	4	8	0.6962486741802061	specific
1	single	model_k1	4	9	0.6233168183999829	specific
1	single	model_k1	5	1	0.4161250941657791	specific
1	single	model_k1	5	2	0.5059287733416785	specific
1	single	model_k1	5	3	0.5758829144788331	specific
1	single	model_k1	5	4	0.5423326164471364	specific
1	single	model_k1	5	5	0.514979713064576	specific
1	single	model_k1	5	6	0.6255244464766871	specific
1	single	model_k1	5	7	0.5544130486216404	specific
1	single	model_k1	5	8	0.6787667807319107	specific
1	single	model_k1	5	9	0.6504067102219632	specific
1	single	model_k1	6	1	0.5014854429206329	specific
1	single	model_k1	6	2	0.39414544533837753	specific
1	single	model_k1	6	3	0.5488668845908148	specific
1	single	model_k1	6	4	0.35934369533572125	specific
1	single	model_k1	6	5	0.5465139728695037	specific
1	single	model_k1	6	6	0.6003517514016786	specific
1	single	model_k1	6	7	0.693759045488338	specific
1	single	model_k1	6	8	0.6748703054085606	specific
1	single	model_k1	6	9	0.8037245822211302	specific
1	single	model_k1	7	1	0.35341237790073543	specific
1	single	model_k1	7	2	0.44705997853132295	specific
1	single	model_k1	7	3	0.47889090344271334	specific
1	single	model_k1	7	4	0.5567089615185086	specific
1	single	model_k1	7	5	0.6068686478072397	specific
1	single	model_k1	7	6	0.6813631694252031	specific
1	single	model_k1	7	7	0.7388068612677393	specific
1	single	model_k1	7	8	0.6194918177353169	specific
1	single	model_k1	7	9	0.7421734025266621	specific
1	single	model_k1	8	1	0.3836318822858437	specific
1	single	model_k1	8	2	0.3525461371941168	specific
1	single	model_k1	8	3	0.4591777958462444	specific
1	single	model_k1	8	4	0.5351846232568716	specific
1	single	model_k1	8	5	0.6133630549285629	specific
1	single	model_k1	8	6	0.6910358218116918	specific
1	single	model_k1	8	7	0.6924412684030233	specific
1	single	model_k1	8	8	0.6103630607013023	specific
1	single	model_k1	8	9	0.7283646895410566	specific
1	single	model_k1	9	1	0.46666686863359835	specific
1	single	model_k1	9	2	0.46194057688159396	specific
1	single	model_k1	9	3	0.4078358170019567	specific
1	single	model_k1	9	4	0.5427463844354795	specific
1	single	model_k1	9	5	0.547261270885723	specific
1	single	model_k1	9	6	0.580825924965867	specific
1	single	model_k1	9	7	0.5539521805674447	specific
1	single	model_k1	9	8	0.7348104015016067	specific
1	single	model_k1	9	9	0.8312195434721809	specific
2	dual	data	0	1	0.53125	specific
2	dual	data	0	2	0.46875	specific
2	dual	data	0	3	0.34375	specific
2	dual	data	0	4	0.5454545454545454	specific
2	dual	data	0	5	0.45714285714285713	specific
2	dual	data	0	6	0.5	specific
2	dual	data	0	7	0.5882352941176471	specific
2	dual	data	0	8	0.5555555555555556	specific
2	dual	data	0	9	0.6875	specific
2	dual	data	1	1	0.46153846153846156	specific
2	dual	data	1	2	0.47368421052631576	specific
2	dual	data	1	3	0.4074074074074074	specific
2	dual	data	1	4	0.3953488372093023	specific
2	dual	data	1	5	0.3333333333333333	specific
2	dual	data	1	6	0.3076923076923077	specific
2	dual	data	1	7	0.39473684210526316	specific
2	dual	data	1	8	0.6666666666666666	specific
2	dual	data	1	9	0.6571428571428571	specific
2	dual	data	2	1	0.46875	specific
2	dual	data	2	2	0.4883720930232558	specific
2	dual	data	2	3	0.3793103448275862	specific
2	dual	data	2	4	0.36585365853658536	specific
2	dual	data	2	5	0.34615384615384615	specific
2	dual	data	2	6	0.5384615384615384	specific
2	dual	data	2	7	0.48	specific
2	dual	data	2	8	0.5714285714285714	specific
2	dual	data	2	9	0.6666666666666666	specific
2	dual	data	3	1	0.4444444444444444	specific
2	dual	data	3	2	0.4473684210526316	specific
2	dual	data	3	3	0.5277777777777778	specific
2	dual	data	3	4	0.4523809523809524	specific
2	dual	data	3	5	0.46875	specific
2	dual	data	3	6	0.4642857142857143	specific
2	dual	data	3	7	0.3548387096774194	specific
2	dual	data	3	8	0.7	specific
2	dual	data	3	9	0.7777777777777778	specific
2	dual	data	4	1	0.5333333333333333	specific
2	dual	data	4	2	0.4166666666666667	specific
2	dual	data	4	3	0.3142857142857143	specific
2	dual	data	4	4	0.38235294117647056	specific
2	dual	data	4	5	0.5121951219512195	specific
2	dual	data	4	6	0.5	specific
2	dual	data	4	7	0.53125	specific
2	dual	data	4	8	0.40625	specific
2	dual	data	4	9	0.6923076923076923	specific
2	dual	data	5	1	0.45	specific
2	dual	data	5	2	0.4864864864864865	specific
2	dual	data	5	3	0.35	specific
2	dual	data	5	4	0.5185185185185185	specific
2	dual	data	5	5	0.3103448275862069	specific
2	dual	data	5	6	0.5	specific
2	dual	data	5	7	0.3888888888888889	specific
2	dual	data	5	8	0.6296296296296297	specific
2	dual	data	5	9	0.7666666666666667	specific
2	dual	data	6	1	0.2702702702702703	specific
2	dual	data	6	2	0.5	specific
2	dual	data	6	3	0.5	specific
2	dual	data	6	4	0.3225806451612903	specific
2	dual	data	6	5	0.3783783783783784	specific
2	dual	data	6	6	0.43333333333333335	specific
2	dual	data	6	7	0.40625	specific
2	dual	data	6	8	0.5675675675675675	specific
2	dual	data	6	9	0.7307692307692307	specific
2	dual	data	7	1	0.4864864864864865	specific
2	dual	data	7	2	0.4864864864864865	specific
